iter	RMSE
288	1815.701025
289	1813.345993
290	1811.290014
291	1808.649459
292	1806.025401
293	1804.109551
294	1802.848989
295	1799.99269
296	1797.096574
297	1796.082555
298	1793.627801
299	1792.417486
300	1789.703556
301	1787.555434
302	1785.658345
303	1784.263585
304	1782.171863
305	1779.36434
306	1777.088232
307	1774.082982
308	1771.455314
309	1770.251721
310	1769.193778
311	1766.127968
312	1765.079906
313	1762.455667
314	1761.450185
315	1759.501285
316	1758.829786
317	1756.653975
318	1753.906949
319	1752.921608
320	1750.471225
321	1748.44537
322	1747.498091
323	1744.637065
324	1743.676346
325	1741.126204
326	1737.799151
327	1735.868146
328	1734.953748
329	1733.44523
330	1732.916343
331	1731.581636
332	1729.291099
333	1728.020446
334	1726.133189
335	1725.496119
336	1725.074164
337	1723.9272
338	1722.908346
339	1722.040325
340	1721.077046
341	1718.710523
342	1717.873889
343	1716.530047
344	1714.520123
345	1711.932698
346	1708.866509
347	1706.997774
348	1704.801972
349	1702.438694
350	1699.794508
351	1698.807125
352	1697.173193
353	1694.506766
354	1693.343327
355	1691.597865
356	1689.717963
357	1689.178891
358	1687.139097
359	1686.351553
360	1684.531672
361	1682.517671
362	1680.428956
363	1679.59605
364	1677.660855
365	1675.512305
366	1675.118172
367	1673.029109
368	1671.313282
369	1669.789931
370	1667.758617
371	1666.850856
372	1664.446507
373	1661.949424
374	1660.398223
375	1658.210639
376	1656.080272
377	1654.572133
378	1654.161265
379	1651.886631
380	1649.346902
381	1647.943541
382	1645.937969
383	1645.005366
384	1644.31324
385	1643.012168
386	1642.292579
387	1640.564003
388	1638.94064
389	1638.319679
390	1638.035742
391	1637.571933
392	1636.941351
393	1636.245901
394	1635.412155
395	1634.71985
396	1634.09391
397	1632.657781
398	1630.530333
399	1630.268712
400	1630.023493
401	1628.573719
402	1627.831277
403	1626.9875
404	1625.23334
405	1623.543261
406	1621.670726
407	1620.086738
408	1618.869145
409	1616.938558
410	1616.071382
411	1615.480632
412	1613.404724
413	1611.20476
414	1610.742572
415	1608.926659
416	1608.249059
417	1608.078745
418	1606.395467
419	1605.285557
420	1604.378426
421	1603.112615
422	1601.629139
423	1600.176053
424	1598.260633
425	1597.069032
426	1596.790365
427	1595.673231
428	1595.344814
429	1594.157671
430	1593.012608
431	1591.577553
432	1591.039555
433	1590.585022
434	1589.209625
435	1588.504919
436	1587.772692
437	1586.383161
438	1585.601377
439	1583.81808
440	1583.40615
441	1582.85016
442	1582.455163
443	1581.526298
444	1581.189937
445	1579.650041
446	1578.276077
447	1577.034738
448	1576.131402
449	1575.674185
450	1575.075226
451	1573.653761
452	1573.258745
453	1571.569379
454	1571.002511
455	1570.687596
456	1569.465685
457	1568.238728
458	1566.789074
459	1566.453676
460	1565.236445
461	1563.828352
462	1562.621752
463	1561.019111
464	1559.512488
465	1558.589289
466	1557.26568
467	1556.101367
468	1555.31875
469	1554.023262
470	1553.336901
471	1552.515398
472	1552.111695
473	1551.850489
474	1551.229939
475	1551.133799
476	1550.220682
477	1549.286261
478	1548.372441
479	1548.015533
480	1547.196639
481	1546.67371
482	1546.214072
483	1545.089394
484	1544.413424
485	1543.85136
486	1542.297915
487	1541.08887
488	1540.907786
489	1539.538212
490	1538.713193
491	1537.504887
492	1537.026186
493	1535.912433
494	1534.698307
495	1534.060333
496	1533.93116
497	1533.670888
498	1532.597035
499	1531.182602
500	1530.634829
501	1530.077575
502	1529.266715
503	1528.212912
504	1527.907418
505	1527.526532
506	1527.34312
507	1526.60116
508	1525.661695
509	1525.319902
510	1524.224496
511	1523.915183
512	1523.134042
513	1522.425013
514	1521.282736
515	1520.734406
516	1520.42844
517	1519.326341
518	1518.555258
519	1517.197992
520	1517.069325
521	1516.898743
522	1516.553554
523	1516.22633
524	1514.893141
525	1514.238596
526	1513.091062
527	1512.305558
528	1512.058848
529	1511.312687
530	1510.688491
531	1510.070032
532	1509.33233
533	1508.728952
534	1508.194924
535	1507.555362
536	1507.269919
537	1507.01304
538	1505.978565
539	1505.140923
540	1504.88909
541	1504.777831
542	1504.563054
543	1503.910065
544	1503.34887
545	1503.283473
546	1503.169896
547	1502.430466
548	1501.640097
549	1500.661113
550	1500.534969
551	1500.302005
552	1500.240343
553	1500.076284
554	1499.502257
555	1498.587211
556	1497.975344
557	1497.334373
558	1497.222225
559	1496.24277
560	1495.802994
561	1494.585717
562	1494.186178
563	1494.062388
564	1492.845051
565	1492.009272
566	1491.678593
567	1491.372473
568	1491.052832
569	1490.370414
570	1489.33648
571	1489.298557
572	1488.392848
573	1488.138552
574	1486.666667
575	1485.715952
576	1485.027834
577	1484.327963
578	1483.569685
579	1482.912693
580	1481.863082
581	1481.120636
582	1479.805802
583	1479.277384
584	1478.297122
585	1478.215577
586	1478.081215
587	1477.616042
588	1477.55901
589	1477.120046
590	1476.192023
591	1475.567631
592	1474.943598
593	1474.286436
594	1474.171563
595	1473.743765
596	1473.169623
597	1473.126487
598	1472.931324
599	1472.323995
600	1471.777656
601	1471.056493
602	1470.656711
603	1470.564857
604	1470.460698
605	1470.202081
606	1469.917698
607	1469.295157
608	1469.22574
609	1467.966546
610	1467.135816
611	1466.601676
612	1466.555009
613	1465.331616
614	1464.497707
615	1463.932856
616	1463.12982
617	1462.242363
618	1461.928724
619	1461.859086
620	1461.435583
621	1460.792528
622	1460.10074
623	1459.951091
624	1459.540901
625	1458.634266
626	1457.527127
627	1457.241661
628	1456.634646
629	1456.00025
630	1455.611091
631	1455.221702
632	1454.561386
633	1454.524289
634	1454.330586
635	1454.106677
636	1453.674487
637	1452.519695
638	1451.845192
639	1451.612378
640	1451.238866
641	1450.953489
642	1450.352509
643	1450.279444
644	1450.192677
645	1449.123336
646	1448.101172
647	1447.63832
648	1447.273079
649	1446.565946
650	1445.907001
651	1445.833418
652	1445.763471
653	1445.391029
654	1445.28278
655	1445.0541
656	1444.534151
657	1444.501203
658	1444.458673
659	1443.779902
660	1443.402784
661	1443.215256
662	1442.662893
663	1442.496094
664	1441.743522
665	1441.65702
666	1441.41409
667	1441.069903
668	1441.025124
669	1440.388514
670	1439.927845
671	1439.553348
672	1439.528076
673	1438.859138
674	1438.59458
675	1438.543
676	1437.743968
677	1437.714869
678	1437.443849
679	1437.047379
680	1436.707181
681	1436.298495
682	1435.993246
683	1435.657859
684	1435.209629
685	1434.981314
686	1433.961811
687	1433.356915
688	1432.62688
689	1432.41072
690	1431.921005
691	1431.746886
692	1431.164079
693	1430.926999
694	1430.553973
695	1429.913117
696	1429.640447
697	1429.312668
698	1428.519124
699	1427.849956
700	1427.686895
701	1427.051575
702	1426.889056
703	1426.844804
704	1426.67922
705	1426.192922
706	1425.75521
707	1425.549102
708	1425.029935
709	1424.958546
710	1424.71631
711	1424.559959
712	1424.468483
713	1424.440532
714	1424.188479
715	1423.673681
716	1423.280842
717	1423.106569
718	1422.568844
719	1422.541843
720	1422.025927
721	1422.005359
722	1421.915257
723	1421.164756
724	1420.633995
725	1420.608171
726	1419.942237
727	1419.226027
728	1418.513895
729	1418.471389
730	1418.285155
731	1418.087421
732	1417.380691
733	1416.761879
734	1416.561987
735	1416.374512
736	1415.827559
737	1415.304449
738	1414.090103
739	1413.773891
740	1413.302555
741	1413.12951
742	1412.526465
743	1412.11952
744	1411.739365
745	1411.097495
746	1411.043462
747	1410.512164
748	1410.30501
749	1409.881772
750	1409.333072
751	1409.312056
752	1409.285738
753	1409.140349
754	1408.864658
755	1408.410101
756	1407.978438
757	1407.70499
758	1407.662171
759	1407.586895
760	1407.246617
761	1406.709022
762	1406.506353
763	1406.262147
764	1406.13423
765	1405.55485
766	1405.453132
767	1404.919884
768	1404.402664
769	1404.191132
770	1403.796094
771	1403.439141
772	1403.277978
773	1403.253108
774	1403.080666
775	1403.045733
776	1402.902471
777	1402.712563
778	1402.509302
779	1401.471509
780	1401.213363
781	1401.153339
782	1400.489786
783	1400.294114
784	1400.18738
785	1399.201738
786	1398.769816
787	1398.693772
788	1398.659351
789	1398.34278
790	1398.11583
791	1397.816222
792	1397.794935
793	1397.775519
794	1397.472261
795	1396.95865
796	1396.397927
797	1396.36484
798	1396.314305
799	1396.296135
800	1395.988152
801	1395.509422
802	1395.390478
803	1395.254176
804	1395.050439
805	1394.200173
806	1393.960669
807	1393.853558
808	1393.524678
809	1393.383326
810	1392.751042
811	1392.362495
812	1392.221262
813	1392.10605
814	1391.734146
815	1390.841608
816	1390.107266
817	1389.769902
818	1389.349034
819	1389.196499
820	1388.883154
821	1388.850136
822	1388.465625
823	1388.44255
824	1388.122385
825	1387.34665
826	1387.217632
827	1386.921713
828	1386.32472
829	1386.075528
830	1385.938926
831	1385.606192
832	1385.424753
833	1384.812277
834	1384.605886
835	1384.588303
836	1384.542818
837	1384.006715
838	1383.666144
839	1383.293756
840	1383.128435
841	1383.017043
842	1382.926605
843	1382.54233
844	1382.197585
845	1381.81618
846	1381.747666
847	1381.621289
848	1381.290167
849	1380.987915
850	1380.536863
851	1380.438688
852	1380.071911
853	1380.058619
854	1380.04398
855	1379.927272
856	1379.901319
857	1379.386142
858	1378.875516
859	1378.710243
860	1378.366408
861	1378.086358
862	1377.873437
863	1377.441109
864	1377.28663
865	1377.110636
866	1376.921343
867	1376.723123
868	1376.475634
869	1376.23467
870	1375.782976
871	1375.692626
872	1375.27919
873	1374.966893
874	1374.669995
875	1374.537685
876	1374.30794
877	1373.857033
878	1373.832985
879	1373.313311
880	1372.886708
881	1372.622946
882	1372.453728
883	1372.034723
884	1371.795516
885	1371.530257
886	1371.089734
887	1370.763428
888	1370.620708
889	1370.402571
890	1370.018203
891	1369.737023
892	1369.595806
893	1369.366557
894	1369.341942
895	1369.0808
896	1368.769903
897	1368.714248
898	1368.604861
899	1368.35448
900	1368.133104
901	1368.096683
902	1368.077808
903	1367.935115
904	1367.505599
905	1366.656672
906	1366.53587
907	1366.300505
908	1365.718072
909	1365.698705
910	1365.626619
911	1365.599186
912	1365.374537
913	1365.27658
914	1365.190215
915	1364.87765
916	1364.510601
917	1364.34861
918	1364.128865
919	1363.82341
920	1363.804936
921	1363.562269
922	1363.229254
923	1362.98863
924	1362.884075
925	1362.151416
926	1362.135127
927	1362.118431
928	1361.894159
929	1361.656595
930	1361.563108
931	1361.270858
932	1361.173605
933	1360.978001
934	1360.68055
935	1360.658706
936	1360.371255
937	1360.350885
938	1360.304133
939	1360.166275
940	1359.992774
941	1359.717874
942	1359.711224
943	1359.694812
944	1359.390418
945	1359.366053
946	1358.909603
947	1358.746311
948	1358.396852
949	1358.154626
950	1357.367087
951	1356.867517
952	1356.761597
953	1356.1145
954	1355.816008
955	1355.692434
956	1355.527536
957	1355.43725
958	1355.422798
959	1355.372784
960	1354.618252
961	1354.524082
962	1354.40093
963	1354.382359
964	1354.18537
965	1353.615088
966	1353.292861
967	1352.944494
968	1352.931196
969	1352.640461
970	1352.396388
971	1352.053211
972	1351.903039
973	1351.893029
974	1351.610601
975	1351.370601
976	1350.963013
977	1350.528373
978	1350.311129
979	1350.191589
980	1349.976682
981	1349.833417
982	1349.077096
983	1349.063532
984	1348.806567
985	1348.633429
986	1348.420731
987	1348.063336
988	1347.854509
989	1347.209469
990	1347.200388
991	1347.050306
992	1347.042348
993	1346.981075
994	1346.963957
995	1346.691513
996	1346.174208
997	1345.67464
998	1345.369518
999	1344.761166
